19,7
28,9
29,10
18,8
28,10
7,4
12,5
15,6
28,9
21,7
27,8
33,11
36,11
21,8
32,11
26,9
23,8
18,6
17,5
32,10
32,11
16,7
11,5
15,7
13,5
35,11
8,4
34,10
30,10
28,9
17,7
27,9
14,7
11,5
32,11
33,11
31,11
27,9
31,9
30,11
19,6
13,5
27,9
21,8
37,11
8,4
17,6
29,9
22,8
34,11
22,8
27,9
19,7
22,8
32,10
29,10
24,8
25,8
21,8
17,6
8,4
16,6
20,7
24,9
36,10
17,6
27,10
25,9
18,6
26,8
28,10
33,11
14,6
29,9
14,6
17,8
10,5
20,7
28,9
29,10
23,8
22,9
16,6
18,7
33,11
22,7
37,11
14,6
27,10
26,9
23,8
35,10
37,10
17,7
14,6
33,10
29,10
32,11
26,8
30,10
12,5
31,10
26,8
15,6
35,11
16,6
27,9
22,8
12,5
36,11
23,9
10,5
15,7
24,8
36,12
23,8
22,8
26,9
32,11
33,11
23,8
24,8
27,9
29,10
21,8
21,8
12,5
36,11
22,8
21,6
28,10
19,8
21,7
31,10
14,5
34,11
24,8
12,6
7,4
15,6
10,5
12,5
33,11
14,6
21,8
12,5
26,10
17,7
31,9
27,9
15,6
31,11
29,9
29,10
20,7
16,7
11,5
26,9
11,5
24,9
22,8
27,9
16,7
20,7
17,6
13,6
20,7
34,9
8,4
38,12
23,8
24,9
23,8
23,8
27,10
11,4
26,9
11,5
26,9
27,10
36,11
17,8
28,10
20,8
13,5
21,7
19,7
33,11
30,10
33,10
33,10
13,5
13,5
24,9
23,8
23,9
20,8
18,7
26,9
20,8
35,11
20,7
16,6
12,5
31,10
28,9
30,9
22,8
13,6
28,9
33,10
24,8
14,6
30,10
18,7
33,11
20,8
32,12
31,10
31,10
29,10
30,10
10,5
24,8
30,9
13,6
26,9
13,6
32,11
24,8
28,8
11,6
37,11
41,11
32,10
21,7
22,8
31,10
27,9
8,5
14,7
13,5
33,9
24,8
17,7
29,9
31,9
19,7
23,8
19,8
24,9
21,7
39,11
17,6
27,9
30,10
28,9
30,10
22,8
26,9
11,5
37,11
9,4
29,9
26,9
23,9
36,12
34,11
13,6
23,9
40,11
20,7
23,8
25,8
25,8
15,6
16,6
11,5
27,10
17,6
9,4
21,8
31,10
11,5
29,10
11,5
23,9
34,10
27,9
12,5
31,10
21,8
26,9
14,6
11,5
11,5
19,7
22,9
19,7
18,7
32,11
30,10
27,9
28,10
25,9
28,11
26,9
25,10
20,7
18,7
18,7
21,8
12,5
31,10
21,8
20,7
26,9
14,7
28,9
22,9
13,5
20,8
12,5
29,9
20,7
30,10
19,7
32,11
23,9
25,8
20,9
22,8
20,8
12,5
9,4
14,5
23,7
15,6
23,9
16,7
31,10
21,8
35,10
26,9
21,8
19,7
19,8
10,5
28,9
23,8
10,5
16,6
26,9
30,10
15,7
29,10
11,5
26,9
25,9
32,10
28,10
17,6
18,7
30,10
25,8
22,8
23,8
15,7
32,11
31,11
31,10
8,4
14,5
24,8
21,8
26,9
34,11
26,10
34,11
18,7
10,5
23,9
25,9
15,6
12,5
20,8
28,8
25,9
15,6
19,7
16,6
12,6
8,4
35,11
28,9
28,10
11,4
25,9
25,9
33,10
25,9
26,9
24,8
21,8
20,7
33,11
36,11
30,10
29,10
37,11
35,11
20,8
32,10
9,4
14,5
34,11
19,7
18,7
21,8
27,10
26,9
32,10
31,10
25,9
22,8
25,8
13,5
22,8
30,10
25,9
15,6
10,4
13,6
21,7
14,6
27,10
12,5
17,7
13,6
30,10
30,10
30,10
31,10
19,8
14,6
16,7
11,5
34,11
28,9
16,7
14,6
21,8
33,11
22,8
26,9
31,9
12,5
19,7
9,3
14,5
21,7
20,8
25,8
14,5
30,11
29,9
36,11
34,11
32,11
30,11
33,11
30,9
25,9
16,6
8,5
19,8
27,10
29,10
10,5
10,4
26,9
20,7
31,11
35,10
31,10
26,10
12,6
31,10
16,6
25,9
34,11
15,6
18,6
35,11
26,9
34,12
40,11
17,7
34,11
9,5
29,10
16,7
35,11
12,5
23,9
22,9
23,8
26,9
29,10
31,10
35,11
15,6
31,9
30,10
25,9
26,10
32,11
31,10
9,4
32,10
23,8
36,11
27,10
18,7
15,6
12,5
10,4
15,6
31,10
13,5
21,8
25,9
29,10
25,9
34,11
34,11
11,5
20,7
34,10
19,7
34,12
15,7
21,7
36,11
23,8
16,7
11,5
28,9
16,6
30,10
27,9
19,7
19,7
14,6
26,9
28,9
11,6
18,7
16,6
13,6
8,4
28,9
15,6
15,6
13,6
14,5
25,8
30,11
26,8
24,8
18,7
30,9
31,11
16,7
11,5
27,9
9,5
8,4
28,10
34,10
13,5
18,8
28,9
10,5
11,5
