44,4
75,7
50,4
17,3
65,5
68,6
20,3
22,3
13,3
50,6
55,5
31,4
74,5
65,6
80,6
21,4
94,7
99,7
51,5
99,6
60,5
20,3
82,6
19,3
30,4
72,7
90,7
96,7
61,5
31,3
61,4
70,5
81,6
84,6
21,3
57,5
98,7
14,3
98,7
80,6
12,3
16,3
61,6
74,7
79,6
71,6
31,4
92,6
61,5
76,6
72,5
15,3
91,7
42,5
77,6
20,3
51,5
17,3
86,5
59,6
15,3
39,4
36,4
51,5
69,6
34,5
32,3
62,5
66,5
20,3
58,6
37,4
67,6
16,3
43,5
50,4
46,4
77,7
93,6
94,6
10,3
49,4
53,5
54,4
98,7
88,7
100,8
85,7
92,6
48,5
43,5
37,5
52,5
87,8
41,5
57,5
61,6
25,4
93,8
66,6
18,3
15,3
58,6
31,4
77,5
60,5
44,5
35,4
56,5
53,5
67,6
68,7
87,8
86,7
33,4
67,6
10,2
61,5
96,7
53,5
12,3
14,3
19,3
84,6
76,5
96,6
71,6
14,3
71,5
27,3
97,5
38,4
86,7
52,5
80,7
28,4
77,6
93,6
27,3
26,3
37,3
33,4
39,5
67,6
14,4
55,6
37,4
97,8
59,5
38,4
31,4
56,4
29,3
48,5
44,4
21,3
14,3
83,7
70,6
16,3
79,6
17,3
94,6
89,6
94,6
22,4
83,6
87,6
74,5
47,4
61,5
39,4
55,5
54,4
32,4
82,6
22,4
43,4
82,6
100,8
80,7
26,3
88,7
81,6
93,7
87,6
49,5
80,5
100,8
39,5
32,5
55,5
28,3
36,4
36,4
68,6
48,5
68,5
40,4
25,4
35,4
85,6
66,5
54,5
45,4
83,6
91,6
92,6
10,2
32,4
25,3
64,5
57,5
41,5
94,7
45,4
67,6
27,3
19,3
38,4
75,6
59,5
99,7
82,7
100,7
39,4
68,5
50,4
14,3
40,4
73,6
45,5
12,3
76,6
20,4
23,4
72,6
15,3
21,4
15,3
57,5
95,8
77,6
100,7
88,7
74,5
51,4
96,6
22,3
53,5
17,3
97,7
18,3
44,4
82,6
26,4
63,6
63,5
16,3
99,7
89,7
90,6
27,3
96,6
11,3
45,4
92,7
32,4
39,5
55,5
16,3
53,5
77,5
80,5
40,5
28,3
55,5
50,4
24,3
53,5
52,4
99,7
27,3
84,7
15,3
21,3
57,4
15,3
83,7
41,5
64,5
61,6
62,5
43,5
54,5
84,7
95,7
13,3
46,4
70,5
45,5
90,7
73,6
13,3
63,5
28,4
49,5
80,7
95,7
18,3
62,6
24,3
81,6
61,5
32,4
57,7
23,3
47,4
63,5
25,4
80,6
72,5
62,5
42,4
46,4
49,4
62,4
33,4
31,3
93,7
96,7
30,4
64,6
93,6
89,6
45,4
74,6
95,8
24,4
61,6
31,4
95,6
42,4
23,3
50,5
75,6
91,7
32,4
55,5
99,7
85,7
69,5
24,3
74,5
33,4
86,7
24,3
57,5
18,3
89,6
38,4
84,7
51,5
79,6
41,4
55,5
59,6
78,7
17,3
41,5
53,7
95,7
86,5
97,7
95,7
86,7
21,3
14,3
54,4
30,5
78,5
20,3
33,4
31,4
36,4
83,6
100,7
50,5
94,6
15,3
27,4
69,6
77,6
96,6
77,7
93,7
86,6
57,6
48,5
18,3
22,3
44,5
29,4
22,3
87,6
23,4
10,3
41,5
97,6
11,3
17,3
56,6
67,6
22,3
100,8
41,5
93,6
69,5
54,5
38,5
72,5
21,3
64,6
88,6
89,7
60,4
81,6
70,6
30,4
33,4
27,3
54,5
84,6
56,4
61,5
67,6
73,7
41,5
15,3
31,4
13,3
57,6
29,4
75,6
87,6
76,6
91,6
34,4
27,4
99,6
66,4
34,4
54,5
73,6
70,5
37,5
62,5
50,5
21,3
74,6
36,4
13,3
63,5
88,6
58,5
72,6
69,6
20,3
37,4
99,7
93,7
93,7
11,3
82,7
88,7
93,6
63,5
60,6
88,6
29,4
55,5
36,5
73,6
69,5
97,7
76,6
30,4
72,6
82,5
16,3
28,4
46,5
71,6
35,4
82,7
17,3
20,3
31,4
86,6
29,4
64,5
73,6
25,3
59,5
83,7
98,6
73,6
60,5
56,4
92,7
82,7
55,5
18,3
64,5
91,6
98,7
44,4
100,7
50,6
47,5
94,7
62,6
45,5
58,5
50,4
95,7
18,4
62,6
75,5
17,3
41,5
13,3
79,5
46,5
13,3
97,8
97,6
72,5
64,6
10,2
80,5
26,3
32,3
19,3
29,4
43,5
62,5
43,4
95,7
